institution,addr,lat,lng
National University of Ireland,"49 Merrion Square E, Saint Peter's, Dublin 2, D02 V583, Ireland",53.3383662,-6.2471067
Hospital Universitário,"1400 Hardaway St, El Paso, TX 79903, USA",31.7885026,-106.435112
University Hospital of Gent,"Corneel Heymanslaan 10, 9000 Gent, Belgium",51.02575909999999,3.7281658
University of Science and Technology (Shenzhen people's Hospital),"1088 Xueyuan Ave, Nanshan Qu, Shenzhen Shi, Guangdong Sheng, China, 518055",22.593969,113.99894
National Institute of Genetics Engineering and Biotechnology (NIGEB),"Tehran Province, Tehran, Pajoojesh, Pajoohesh Blvd, Iran",35.7481602,51.1687455
Tshwane University of Technology,"Staatsartillerie Rd, Pretoria West, Pretoria, 0183, South Africa",-25.7322075,28.1618717
University Hospital (CHUV),"Rue du Bugnon 46, 1011 Lausanne, Switzerland",46.5249174,6.6424293
Bangabandhu Sheikh Mujib Medical University,"Bangabandhu Sheikh Mujib Medical University, BSMMU, Dhaka 1000, Bangladesh",23.739822,90.39467669999999
Columbia University School of Nursing,"560 W 168th St, New York, NY 10032, USA",40.8404062,-73.9388292
Sapporo City General Hospital,"13 Chome-1 Kita 11 Jonishi, Chuo Ward, Sapporo, Hokkaido 060-8604, Japan",43.0711045,141.334364
PMAS Arid Agriculture University,"Shamsabad, Muree، Road، Shamsabad, Rawalpindi, Punjab 46000, Pakistan",33.6491528,73.0815435
Hospital Marina Baixa,"Av. Alcalde En Jaume Botella Mayor, 7, 03570 La Vila Joiosa, Alicante, Spain",38.530104,-0.1983767
Kanazawa Medical University,"１丁目-１, １丁目 字大学 内灘町 河北郡 石川県 920-0265, Japan",36.6553396,136.6464891
University of the Ryukyus,"Japan, 〒903-0213 Okinawa, Nakagami-gun, Nishihara, Senbaru, 1−番地 字",26.2516868,127.7684078
University of Science and Technology of China,"160 Saratoga Ave, Santa Clara, CA 95051, USA",37.3270138,-121.9681345
"Parco Tecnologico Padano, Polo Universitario","Via Albert Einstein, 1, 26900 Lodi LO, Italy",45.3028699,9.4792074
TriCore Reference Laboratories,"2421 W 21st St, Clovis, NM 88101, USA",34.4180288,-103.2377715
Nihon University School of Medicine,"30-1 Ōyaguchikamichō, Itabashi City, Tōkyō-to 173-8610, Japan",35.7488031,139.6910984
University of Hull,"Cottingham Rd, Hull HU6 7RX, UK",53.7730979,-0.3669859
Universitätsklinikum Düsseldorf,"Universitätsklinikum Düsseldorf, Moorenstraße 5, 40225 Düsseldorf, Germany",51.1987065,6.788855099999999
Miyakonojo Meat Inspection Office,"Miyakonojo, Miyazaki, Japan",31.7195907,131.061559
University Hospital of Padova,"Via Ospedale Civile, 3651, 35121 Padova PD, Italy",45.4038009,11.8866501
Holy Spirit University of Guayaquil Ecuador,"Guayaquil, Ecuador",-2.1894128,-79.8890662
University of Ottowa,"75 Laurier Ave E, Ottawa, ON K1N 6N5, Canada",45.42310639999999,-75.68313289999999
Chinese Academy of Inspection and Quarantine,"116 Nanhu N Rd, Shuimogou Qu, Wulumuqi Shi, Xinjiang Weiwuerzizhiqu, China, 830063",43.8312848,87.6133309
"‡Amgen, Inc","3188 NW Quiet River Ln, Bend, OR 97701, USA",44.083782,-121.309305
Auckland City Hospital,"2 Park Road, Grafton, Auckland 1023, New Zealand",-36.8605068,174.7695893
Villanova University,"800 Lancaster Ave, Villanova, PA 19085, USA",40.0378952,-75.34333149999999
Complesso Universitario di Monte S. Angelo,"Strada Vicinale Cupa Cintia, 21, 80126 Napoli NA, Italy",40.83954,14.1877307
Immunoe International Research Centers,"6801 S Yosemite St, Centennial, CO 80112, USA",39.5925178,-104.8884582
Seoul Women's University,"621 Hwarang-ro, Gongneung-dong, Nowon-gu, Seoul, South Korea",37.6281126,127.0904568
Rambam Health Care Campus,"HaAliya HaShniya St 8, Haifa, 3109601, Israel",32.8329785,34.9857062
Johns Hopkins University,"Baltimore, MD 21218, USA",39.3299013,-76.6205177
Xiamen International Travel Healthcare Center,"31 Jinding Rd, Huli Qu, Xiamen Shi, Fujian Sheng, China",24.488889,118.082912
Langston University,"701 Sammy Davis Jr Dr, Langston, OK 73050, USA",35.9459622,-97.262907
GlaxoSmithKline Biologicals,"Palisades 1, 2425 N Central Expy #470, Richardson, TX 75080, USA",32.9845263,-96.71348730000001
†Shanxi Provincial Peoples' Hospital,"China, Shanxi Sheng, Taiyuan Shi, Yingze Qu, Shuangtasi St, 双塔东街99号",37.8471084,112.5774719
Healthcare Claims and Management,"2424 E 55th St, Indianapolis, IN 46220, USA",39.8529979,-86.12100559999999
First Affiliated Hospital of Fujian Medical University,"20 Cha Zhong Lu, Nan Men Shang Quan, Taijiang Qu, Fuzhou Shi, Fujian Sheng, China",26.069761,119.301954
Louisiana State University Health Sciences Center,"433 Bolivar St, New Orleans, LA 70112, USA",29.9572962,-90.0832621
National School of Public Health,"601 N Kelly Ave, Edmond, OK 73003, USA",35.66065820000001,-97.4965672
University of Basra,"Basrah, Iraq",30.5204623,47.8415249
Av. Diagonal,"Av D, 85890 Navojoa, Son., Mexico",27.05638,-109.4345556
"Microbiotix, Inc","1 Innovation Dr, Worcester, MA 01605, USA",42.2789909,-71.7666115
University Medical Center Utrecht Cancer Center,"Heidelberglaan 100, 3584 CX Utrecht, Netherlands",52.0865646,5.179913099999999
Instituto Tecnol ogico y de Energ ıas Renovables (ITER),"s/n, Polígono Industrial de Granadilla, 38600 Granadilla, Santa Cruz de Tenerife, Spain",28.0707073,-16.5133873
Al-Faisal University,"Al Zahrawi Street interconnecting with، شارع التخصصي، Al Maazer, Riyadh 11533, Saudi Arabia",24.6633117,46.677254
Sa Kaeo Provincial Health Office,"609 ม .2 ศูนย์ ราชการ จังหวัด สระแก้ว อาคาร สำนักงาน สาธารณสุข, ตำบล ท่าเกษม อำเภอเมืองสระแก้ว สระแก้ว 27000, Thailand",13.797941,102.1376144
Université de Perpignan,"52 Av. Paul Alduy, 66100 Perpignan, France",42.6820471,2.8988581
IRCCS Fondazione Policlinico S. Matteo,"Viale Camillo Golgi, 19, 27100 Pavia PV, Italy",45.19623379999999,9.1488111
Saudi Aramco Medical Services Organization,"6th Street, Gharb Al Dhahran, Az Zahran 34465, Saudi Arabia",26.3099729,50.13488900000001
National Hospital Organization Kyoto Medical Center,"1-1 Fukakusa Mukaihatachō, Fushimi Ward, Kyoto, 612-8555, Japan",34.953783,135.774417
Janssen Pharmaceutical Companies,"1000 US-202, Raritan, NJ 08869, USA",40.5769992,-74.6495247
Ospedale Veterinario I Portoni Rossi,"Via Roma, 57, 40069 Zola Predosa BO, Italy",44.4938131,11.2352853
University of Camerino,"Via Andrea D'Accorso, 16, 62032 Camerino MC, Italy",43.1463236,13.0669938
500 Hofstra University,"500 Hofstra Blvd, Hempstead, NY 11549, USA",40.7175339,-73.5980263
Huizhou Municipal Central Hospital,"41 Eling N Rd, Huicheng Qu, Huizhou Shi, Guangdong Sheng, China",23.08295,114.398897
Universidad Anáhuac,"Av Universidad Anáhuac 46, Lomas Anahuac, 52786 Naucalpan de Juárez, Méx., Mexico",19.4062412,-99.26036619999999
"The National Academies of Sciences, Engineering, and Medicine","500 5th St NW, Washington, DC 20001, USA",38.8962924,-77.0196955
National Institute of Environmental Health Sciences. Research Triangle Park,"111 TW Alexander Dr, Durham, NC 27709, USA",35.8835576,-78.8831335
Secretaria da Saúde do Estado do Paraná,"R. Piquiri, 170 - Rebouças, Curitiba - PR, 80230-140, Brazil",-25.4432315,-49.2618072
King Abdullah Specialized Children's Hospital Riyadh,"Electric Bus Line, Ar Rimayah, Riyadh 14611, Saudi Arabia",24.7537801,46.8611409
Guy's Hospital,"Great Maze Pond, London SE1 9RT, UK",51.5031922,-0.08679279999999999
University of Derby,"Kedleston Rd, Derby DE22 1GB, UK",52.9378882,-1.4971764
Oregon Health & Science University,"3181 SW Sam Jackson Park Rd, Portland, OR 97239, USA",45.4991593,-122.6865808
Northshore University HealthSystem,"2100 Pfingsten Rd, Glenview, IL 60026, USA",42.0926692,-87.8544434
Université de Lorraine -CNRS,"Cité Universitaire, 57000 Metz, France",49.1201364,6.162606600000001
University of Santiago de Compostela,"Praza do Obradoiro, 0, 15705 Santiago de Compostela, A Coruña, Spain",42.8885225,-8.5449726
Padre Hurtado Hospital,"Esperanza 2150, San Ramón, Región Metropolitana, Chile",-33.5523481,-70.6351852
Saitama Medical University,"38 Morohongō, Moroyama, Iruma-gun, Saitama 350-0451, Japan",35.9385402,139.3067376
Providence University,"1 Cunningham Square, Providence, RI 02918, USA",41.8440925,-71.4381653
Nossal Institute,"333 Exhibition St, Melbourne VIC 3004, Australia",-37.8079263,144.9682794
Osaka City Institute of Public Health and Environmental Sciences,"Osaka, Japan",34.6937249,135.5022535
Moinul Hoque Choudhury Memorial Science College,"Sayedbond Pt I, Assam 788155, India",24.7426415,92.5908101
Shanghai Finance University,"Yinhuan W Rd, Pudong Xinqu, Shanghai Shi, China",31.27810699999999,121.650841
University of Wisconsin-La Crosse,"1725 State St, La Crosse, WI 54601, USA",43.8173959,-91.2311624
National Research Centre,"2955 Valmont Rd #300, Boulder, CO 80301, USA",40.0294405,-105.2552033
Contech International Health Consultants,"2 G-Block Link Road, Near Club Chowk, Model Town, Block G Model Town, Lahore, Punjab 54000, Pakistan",31.4797711,74.32394339999999
Southwest Minzu University,"16 S 4th Section, 1st Ring Rd, Wu Hou Ci, Wuhou Qu, Chengdu Shi, Sichuan Sheng, China",30.637206,104.049132
University of Maryland Baltimore,"620 W Lexington St, Baltimore, MD 21201, USA",39.2892017,-76.6257057
Kyorin University,"5-chōme-5-4-1 Shimorenjaku, Mitaka, Tōkyō-to 181-8612, Japan",35.68539620000001,139.569567
"Oregon Health Sciences University, Vaccine and Gene Therapy Institute Beaverton","505 NW 185th Ave ONPRC VGTI, Building 1, Beaverton, OR 97006, USA",45.5233583,-122.8714087
University of Tokushima,"2-chōme-2-24 Shinkurachō, Tokushima, 770-8501, Japan",34.0698665,134.5597391
Universität Freiburg,"Fahnenbergplatz, 79085 Freiburg im Breisgau, Germany",47.9935441,7.845949599999999
Maharishi Arvind College of Pharmacy,"Ambabari Circle, Ambabari, Ambabari, Vidyadhar Nagar, Jaipur, Rajasthan 302023, India",26.9434074,75.7770026
Universities Giessen & Marburg Lung Center (UGMLC),"Ludwigstraße 23, 35390 Gießen, Germany",50.5804674,8.6771403
Radboud Institute for Molecular Life Sciences,"Geert Grooteplein Zuid 28, 6525 GA Nijmegen, Netherlands",51.8239846,5.8646242
Toulouse National Veterinary School,"23 Chemin des Capelles, 31300 Toulouse, France",43.5991234,1.3835662
University of Cyprus,"Kallipoleos 75, Nicosia 1678, Cyprus",35.1600014,33.37701750000001
University of Perugia,"Piazza dell'Università, 1, 06123 Perugia PG, Italy",43.1164268,12.3868984
Mahidol University (Salaya Campus),"999 Phutthamonthon Sai 4 Rd, Tambon Salaya, Amphoe Phutthamonthon, Chang Wat Nakhon Pathom 73170, Thailand",13.7945775,100.3234171
Children's Hospital of FudanUniversity,"399 Wanyuan Rd, Minhang Qu, Shanghai Shi, China",31.139468,121.395243
Peking University Third Hospital,"49 Huayuan N Rd, Haidian Qu, Beijing Shi, China",39.981827,116.359302
IZSLER,"Via Antonio Bianchi, 7/9, 25124 Brescia BS, Italy",45.522658,10.2230339
Alder Hey Children's Hospital,"Eaton Rd, E Prescot Rd, Liverpool L12 2AP, UK",53.4191582,-2.8969574
APS Argonne National Laboratory,"Building 401, Argonne National Laboratory, 9700 Cass Ave, Lemont, IL 60439, USA",41.70590079999999,-87.9868827
Beijing Institute of Infectious Diseases,"8 Jingshun E St, Chaoyang Qu, Beijing Shi, China",40.02336,116.525979
Predictive Science Inc,"9990 Mesa Rim Rd #170, San Diego, CA 92121, USA",32.899724,-117.1778621
Fourth Military Medical University,"China, Shaanxi Sheng, Xian Shi, Xincheng Qu, Kang Fu Lu Shang Quan, 长缨西路408号-4",34.277353,108.979147
the First Hospital of Changsha City,"Changsha, Hunan, China",28.228209,112.938814
Veterinary Serum and Vaccine Research Institute,"As Sarayat Ash Sharqeyah, Qesm Than Madinet Nasr, Cairo Governorate, Egypt",30.05796999999999,31.29361
University Of Helsinki,"Yliopistonkatu 4, 00100 Helsinki, Finland",60.1726348,24.9510419
Federal University of Petroleum Resources Effurun,"Ugbomoro road, Effurun, Effurun GRA, Warri, Nigeria",5.5579979,5.798482
Alberta Agriculture,"4920 51 St, Red Deer, AB T4N 6K8, Canada",52.2704961,-113.8124474
Westmead Millennium Institute,"176 Hawkesbury Rd, Westmead NSW 2145, Australia",-33.8035393,150.9910864
Upper West Regional Health Directorate,Washington,10.060013,-2.5005881
University of Lfibeck,"Ratzeburger Allee 160, 23562 Lübeck, Germany",53.83975,10.7093453
Louis College of Pharmacy,"4588 Parkview Pl, St. Louis, MO 63110, USA",38.6365729,-90.2611878
Institute Pasteur,"25-28 Rue du Dr Roux, 75015 Paris, France",48.8403734,2.3112488
"CHU Pellegrin, place Amélie-Rabat-Léon","Place Amélie Raba Léon, 33000 Bordeaux, France",44.8301931,-0.6034982999999999
Chubu University,"1200 Matsumotochō, Kasugai, Aichi 487-8501, Japan",35.274812,137.0136736
Università di Bari,"Piazza Giulio Cesare, 13, 70124 Bari BA, Italy",41.1113048,16.8629301
"EIC Laboratories, Inc","111 Downey St, Norwood, MA 02062, USA",42.211267,-71.178079
Beijing Institute of Microbiology & Epidemiology,"Beijing, China",39.90419989999999,116.4073963
Veterinary Medical Research Institute,"Ames, IA 50010, USA",42.0072882,-93.6370125
Universitat Autònoma de Barcelona. Barcelona. España. Correspondencia: Dra. J. Gil Cuesta. Servicio de Medicina Preventiva y Epidemiología. Hospital Universitari Vall d'Hebron. Pg. Vall d'Hebron,"Campus de la UAB, Plaça Cívica, 08193 Bellaterra, Barcelona, Spain",41.5020282,2.1046866
Zekai Tahir Burak Women's Health and Education Hospital,"Hacettepe, Hamamönü, Talatpaşa Blv No: 128, 06230 Altındağ/Ankara, Turkey",39.9325872,32.8688291
Istituto Zooprofilattico Sperimentale dell'Abruzzo e del Molise,"via Campo Boario, 64100 Teramo TE, Italy",42.6553167,13.7110976
West Tallinn Central Hospital,"Paldiski maantee 68, 10617 Tallinn, Estonia",59.4308236,24.692144
Istituto Zooprofilattico Sperimentale della Sicilia,"Via Gino Marinuzzi, 3, 90129 Palermo PA, Italy",38.1035183,13.3361143
University of Zü rich,"Rämistrasse 71, 8006 Zürich, Switzerland",47.3743221,8.550981199999999
Medical College of Shantou University,"22 Xinling Rd, Jinping Qu, Shantou Shi, Guangdong Sheng, China",23.35682,116.694974
Universidad Cientifica del Sur,"Carr. Panamericana Sur 19, Villa EL Salvador 15067, Peru",-12.2215281,-76.97669979999999
Korea Institute of Environmental Ecology,"36-1 Samjeong-dong, Ojeong-gu, Bucheon, Gyeonggi-do, South Korea",37.5229803,126.7667433
Hospital Universitario La Paz,"Paseo de la Castellana, 261, 28046 Madrid, Spain",40.4811633,-3.6873977
New Hauen,"New Haven, CT, USA",41.308274,-72.9278835
MD Consultant,"25 E Hickman St, Winchester, KY 40391, USA",37.9905654,-84.17723529999999
ternational Centre for Diarrhoeal Disease Research,"5601 Fishers Ln, Bethesda, MD 20892, USA",39.06339639999999,-77.1116333
CSIR-Institute of Himalayan Bioresource Technology (CSIR-IHBT) Campus,"NH 20, Holta, Palampur, Himachal Pradesh 176061, India",32.1051628,76.5563999
"Université Paris Est, Créteil","61 Avenue du Général de Gaulle, 94000 Créteil, France",48.7880227,2.4453972
Princess Margaret Hospital,"610 University Ave, Toronto, ON M5G 2C1, Canada",43.6581515,-79.39077429999999
Second affiliated hospital of the Sun Yat-sen University,"250 Changgang Middle Rd, Haizhu Qu, Guangzhou Shi, Guangdong Sheng, China",23.090036,113.278505
Armed Force Sung-Shan Hospital,"Taipei Songshan Airport (TSA), No. 340-9, DunHua N Rd, Songshan District, Taipei City, Taiwan 10548",25.067566,121.552699
Ningbo Medical Center Lihuili Hospital,"57 Xingning Rd, Jiang Dong Qu, Ningbo Shi, Zhejiang Sheng, China",29.853881,121.56221
Bi ol o gics,"6025 Metcalf Ln #200, Overland Park, KS 66202, USA",39.0197255,-94.6682922
Leiden University Medical Center Room,"Albinusdreef 2, 2333 ZA Leiden, Netherlands",52.1660315,4.4785036
The Johns Hopkins Hospital,"1800 Orleans St, Baltimore, MD 21287, USA",39.2967385,-76.59273619999999
Faculdade de Medicina da Universidade de São Paulo,"Cambridge, MA, USA",42.3770029,-71.11666009999999
Khoo Teck Puat Hospital,"90 Yishun Central, Singapore 768828",1.4245534,103.8381574
Mechanobiology Institute,"5A Engineering Drive 1, Singapore 117411",1.3000393,103.7721158
German Sport University Cologne,"Am Sportpark Müngersdorf 6, 50933 Köln, Germany",50.9351287,6.870091
"Everlight Electronics Co., LTD","960 Saratoga Ave #112, San Jose, CA 95129, USA",37.3090088,-121.9769927
University of Kent,"Giles Ln, Canterbury CT2 7NZ, UK",51.297233,1.0632172
Chungnam National University College of Medicine,"6 Munhwa 1(il)-dong, Jung-gu, Daejeon, South Korea",36.3167331,127.4135435
Alabama State University,"915 S Jackson St, Montgomery, AL 36104, USA",32.3636575,-86.2940174
†Royal College of General Practitioners,"30 Euston Square, London NW1 2FB, UK",51.5265535,-0.1340216
Valdivia Hospital,"Bueras, Valdivia, Los Ríos, Chile",-39.8314238,-73.24016
University of Calgary Health Sciences Centre,"3330 Hospital Dr NW, Calgary, AB T2N 4N1, Canada",51.0661783,-114.1343235
The Islamia University of Bahawalpur,"Hasilpur Rd, Bahawalpur University, Bahawalpur, Punjab, Pakistan",29.3788264,71.76507339999999
Universitiit Wiirzburg,"Sanderring 2, 97070 Würzburg, Germany",49.7881814,9.93526
Fred Hutchinson Cancer Research Center,"1100 Fairview Ave N, Seattle, WA 98109, USA",47.6272634,-122.3314858
Westmead Institute for Medical Research,"176 Hawkesbury Rd, Westmead NSW 2145, Australia",-33.8035393,150.9910864
Indiana University School of Medicine -Bloomington,"340 W 10th St #6200, Indianapolis, IN 46202, USA",39.7815613,-86.16517139999999
¢r~lry af Western Ontario. Londom Ontario,"1151 Richmond St, London, ON N6A 3K7, Canada",43.0095971,-81.2737336
Naval Medical University (Second Military Medical University),"Yangpu District, Shanghai, China",31.30603049999999,121.5292392
University of South Africa (UNISA),"Preller St, Muckleneuk, Pretoria, 0002, South Africa",-25.7676588,28.1992637
Harbin Medical University,"157 Baojian Rd, Nangang Qu, Haerbin Shi, Heilongjiang Sheng, China",45.7003851,126.6202132
Capital Medical University,"Fengtai District, China",39.865177,116.352916
Kunming Medical University,"191 Renmin W Rd, Xishan Qu, Kunming Shi, Yunnan Sheng, China",25.044101,102.687007
Instituto Biosanitario Granada,"Av. de Madrid, 11, 18012 Granada, Spain",37.1874782,-3.6043806
From Iowa State University,"Ames, IA 50011, USA",42.0266187,-93.6464654
Nanchang Hangkong University,"China, Jiangxi Sheng, Nanchang Shi, Xinjian District, 前湖大道",28.656811,115.828837
Cholistan University of Veterinary and Animal Sciences,"Pattoki, Kasur, Punjab, Pakistan",31.0624451,73.8665557
Bezmialem Vakıf University,"Adnan Menderes Bulvarı, Topkapı, Vatan Caddesi, 34093 Fatih/İstanbul, Turkey",41.018341,28.936276
and †University Hospital Center,"7201 N University Dr, Tamarac, FL 33321, USA",26.21217,-80.254256
University of Agricultural Sciences,"121 Shepardson, 301 University Ave, Fort Collins, CO 80523, USA",40.573248,-105.080833
Murcia University ''Mare Nostrum Excellence,"Calle Campus Universitario, 11, 30100 Murcia, Spain",38.01875100000001,-1.16938
University of Notre,"100 O’Shaughnessy Hall, Notre Dame, IN 46556, USA",41.700395,-86.2357744
Nova Research Inc,"1900 Elkin St # 230, Alexandria, VA 22308, USA",38.7228378,-77.06313589999999
State University Londrina,"Rodovia Celso Garcia Cid - Pr 445 Km 380 Cx. Postal 10.011 - Campus Universitário, Londrina - PR, 86057-970, Brazil",-23.3241912,-51.2003547
Grady Memorial Hospital,"80 Jesse Hill Jr Dr SE, Atlanta, GA 30303, USA",33.7517652,-84.3819669
Emory University and Georgia Institute of Technology,"313 Ferst Dr NW, Atlanta, GA 30332, USA",33.7784884,-84.39682239999999
Agri-food and Bio-sciences Institute,"18a Newforge Ln, Belfast BT9 5PX, UK",54.56063349999999,-5.945497899999999
Instituto Butantan,"Av. Vital Brasil, 1500 - Butantã, São Paulo - SP, 05503-900, Brazil",-23.567754,-46.7187768
Minjiang University,"1 Wenxian Rd, Minhou Xian, Fuzhou Shi, Fujian Sheng, China",26.064704,119.169116
Ontario Cancer Institute,"661 University Ave Suite 510, Toronto, ON M5G 0A3, Canada",43.6594185,-79.3897787
Army College of Medical Sciences and Base Hospital,"near Base Hospital, Brar Square, Delhi Cantonment, New Delhi, Delhi 110010, India",28.6088183,77.1388655
Academy of Sciences of the Czech Republic,"Národní 3, 117 20 Staré Město, Czechia",50.0816138,14.4142
ThivervaI-Grignon (France),"78850 Thiverval-Grignon, France",48.849581,1.9177
Indian Institute of Technology Indore,"Khandwa Rd, Simrol, Madhya Pradesh 453552, India",22.5203597,75.9207231
Lufthansa German Airlines,"1 Saarinen Cir, Sterling, VA 20166, USA",38.952928,-77.4468359
Temple University School of Medicine,"3500 N Broad St, Philadelphia, PA 19140, USA",40.006605,-75.1522835
KIIT University,"KIIT Road, Patia, Bhubaneswar, Odisha 751024, India",20.3547697,85.8152921
The University of Texas Health Science Center at San Antonio,"7703 Floyd Curl Dr, San Antonio, TX 78229, USA",29.5074654,-98.57535209999999
Royal Sussex County Hospital,"Barry Building, Eastern Rd, Brighton BN2 5BE, UK",50.8193472,-0.1182958
"Sapienza"" University of Rome","Piazzale Aldo Moro, 5, 00185 Roma RM, Italy",41.9037216,12.5146978
National Institute of Cholera and Enteric Diseases (NICED),"P- C.I.T. Scheme XM, Beleghata,, 33, CIT Rd, Subhas Sarobar Park, Phool Bagan, Beleghata, Kolkata, West Bengal 700010, India",22.5658475,88.399816
George Washington University School of Medicine and Health Sciences,"2300 I St NW, Washington, DC 20052, USA",38.9001113,-77.0512495
Hanzhong Central Hospital,"22 Kangfu Rd, Hantai Qu, Hanzhong Shi, Shaanxi Sheng, China",33.0755633,107.0165882
Chongqing University of Technology,"Banan, Chongqing, China",29.4580277,106.528992
Istituto Nazionale per le Malattie Infettive 'L. Spallanzani',"Via Portuense, 292, 00149 Roma RM, Italy",41.866501,12.4564793
St James's University Hospital,"Beckett St, Harehills, Leeds LS9 7TF, UK",53.8076035,-1.5220971
Working In Tandem Ltd,"2220 Vanessa Dr, Birmingham, AL 35242, USA",33.4061056,-86.7485902
Marshall University,"1 John Marshall Dr, Huntington, WV 25755, USA",38.4235252,-82.42641449999999
Wythenshawe Hospital and University of Manchester,"Southmoor Rd, Roundthorn Industrial Estate, Wythenshawe, Manchester M23 9LT, UK",53.3890992,-2.2930844
H6pital Henri-Mondor,"51 Avenue du Maréchal de Lattre de Tassigny, 94010 Créteil, France",48.7980441,2.4517989
"Rega Institute, KU Leuven","Herestraat 49, 3000 Leuven, Belgium",50.879783,4.6695629
Omaha Fire & Rescue,"1516 Jackson St, Omaha, NE 68102, USA",41.254756,-95.93653599999999
Third People's of Shenzhen Hospital,"56 Bagua Rd, Ba Gua Shi Jie, Futian Qu, Shenzhen Shi, Guangdong Sheng, China, 518029",22.5628279,114.0999228
The University of Bolton,"A676 Deane Rd, Bolton BL3 6HQ, UK",53.5728,-2.437961
Keimyung University School of Medicine,"1035 Dalgubeol-daero, Pasan-dong, Dalseo-gu, Daegu, South Korea",35.8532967,128.4802471
Izmir Institute of Technology,"İzmir Yüksek Teknoloji Enstitüsü, Gülbahçe Mah., 35430 Urla/İzmir, Turkey",38.3190947,26.6432058
Taipei Medical University,"No. 250號, Wuxing Street, Xinyi District, Taipei City, Taiwan 110",25.0253584,121.5616235
NTI,"709 S Old Missouri Rd, Springdale, AR 72764, USA",36.178222,-94.115805
Sri Ramachandra University,"No.1, Ramachandra Nagar, Sri Ramachandra Nagar, Porur, Chennai, Tamil Nadu 600116, India",13.0390634,80.141937
Creighton University School of Medicine,"7500 Mercy Rd, Omaha, NE 68124, USA",41.2390765,-96.0308204
Tokyo Metropolitan Komagome Hospital,"3 Chome-18 Honkomagome, Bunkyo City, Tokyo 113-0021, Japan",35.7298463,139.7557286
Université Lille et CHU Lille,"2 Avenue Oscar Lambret, 59000 Lille, France",50.6108999,3.0347031
The University of North Carolina Division of Plastic Surgery,"Women's Hospital, 101 Manning Dr, Chapel Hill, NC 27514, USA",35.9034471,-79.04965039999999
The Cancer Institute of New Jersey,"195 Little Albany St, New Brunswick, NJ 08901, USA",40.4965117,-74.4486555
University Medical Center Freiburg,"Hugstetter Str. 55, 79106 Freiburg im Breisgau, Germany",48.0060708,7.8363649
Christian-Albrechts-Universitä t,"Christian-Albrechts-Platz 4, 24118 Kiel, Germany",54.3460549,10.1147022
Purdue University,"610 Purdue Mall, West Lafayette, IN 47907, USA",40.4237054,-86.92119459999999
Guangxi University,"268 E Ring Ave, Chengzhong Qu, Liuzhou Shi, Guangxi Zhuangzuzizhiqu, China",24.333834,109.44252
"Global Public Health, Public Health England","Wellington House, 133-155 Waterloo Rd, South Bank, London SE1 8UG, UK",51.50153030000001,-0.1087108
Università di Torino,"Via Carlo Alberto, 10, 10124 Torino TO, Italy",45.0679524,7.6855381
Animal Husbandry and Veterinary Science Research Institute of Jilin Province,"Jilin, China",43.1520105,126.4371385
Cheetah Conservation Fund,"200 Daingerfield Rd #200, Alexandria, VA 22314, USA",38.804748,-77.057959
University of We&s-n Ontario,"75 University Ave W, Waterloo, ON N2L 3C5, Canada",43.4739562,-80.5277749
Santa Coloma de Gramanet,"Municipality of Santa Coloma de Gramenet, Barcelona, Spain",41.4551421,2.2089109
University of South Australia and SA Pathology,"Room 024/35 Woodville Rd, Woodville South SA 5011, Australia",-34.8825688,138.533249
University Hospital of Strasbourg,"1 Rue David Richard, 67000 Strasbourg, France",48.6028102,7.786881999999999
PO Royal Melbourne Hospital,"300 Grattan St, Parkville VIC 3050, Australia",-37.7989153,144.95617
University of Pennsylvania School of Medicirie,"3400 Civic Center Blvd, Philadelphia, PA 19104, USA",39.9476279,-75.19259799999999
Jagiellonian University,"Gołębia 24, 31-007 Kraków, Poland",50.0609623,19.9341074
Guangdong Academy of Medical Sciences,"Daxuecheng Outer Ring E Rd, Panyu Qu, Guangzhou Shi, Guangdong Sheng, China",23.042239,113.407312
Erasmus University Medical Centre,"Doctor Molewaterplein 40, 3015 GD Rotterdam, Netherlands",51.9108848,4.467854099999999
Maputo Central Hospital,"1653 Avenida Eduardo Mondlane, Maputo, Mozambique",-25.968911,32.5888808
University of Hail,"Hail 55476, Saudi Arabia",27.6757335,41.7058833
University of Alabama in Birmingham Birmingham,"1813 6th Ave S, Birmingham, AL 35249, USA",33.5059582,-86.8024599
Centre Hospitalier Universitaire de Québec,"11 Côte du Palais, Québec, QC G1R 2J6, Canada",46.8152117,-71.2107848
University of Illinois at UrbanaÀChampaign,"Champaign, IL, USA",40.1019523,-88.2271615
Durham University,"Durham DH1, UK",54.7649859,-1.5782029
"Kyowa Hakko Kirin, Co., Ltd","212 Carnegie Center Dr #400, Princeton, NJ 08540, USA",40.3174271,-74.6467593
Stanford School of Medicine,"291 Campus Drive, Stanford, CA 94305, USA",37.4318102,-122.175758
National Influenza Center Lyon,"Lyon, France",45.764043,4.835659
Turku University,"20500 Turku, Finland",60.4562974,22.2851138
Forschungszentrum J€ ulich,"Wilhelm-Johnen-Straße, 52428 Jülich, Germany",50.9052562,6.4048035
St George's Avenue,"4200 St Georges Ave, Baltimore, MD 21212, USA",39.3418698,-76.60227569999999
Instituto Mexicano del Seguro Social,"Ruiz Cortines, 83439 San Luis Río Colorado, Sonora, Mexico",32.46821,-114.7968829
